00KSCJkYb8JKa4Y3	Annisokay	Coma Blue	Arms
8bWn8djvKnalZ8Cj	Vérité	Bout You	Bout You
8beJCGexhOC3xWns	Sébastien Tellier	Kilometer	Sexuality Remix
8btGCPEbeOw9V3d2	Jhené Aiko	Spotless Mind	Souled Out
8ccgJLd28jpTDL68	Beyoncé	Love on Top	4
8drAmmHm6P2gmWB7	FELIX SANDMAN	HANDS ON YOU	EMOTIONS
8drXQl3BK3ilLkST	Simon & Garfunkel	For Emily, Whenever I May Find Her	Live 1969
8dw9bKWeq2ByiFJ5	Bryson Tiller	Don't	T R A P S O U L
8fiXufACSAbLavN5	Metal Church	Gods of Wrath	Metal Church
8gXogPQnx00NLoit	Jon Bon Jovi	Destination Anywhere	Destination Anywhere
8hz6WkGs0X9NgpYC	The Cheetah Girls	So Bring It On	TCG
8iKouBSp0GeDVSML	Uada	Natus Eclipsim	Devoid of Light
8iSvml4UNrc6L2JA	Aretha Franklin	Night Time Is The Right Time	Aretha Now
8iv1NuAzFfW34keF	Dingo Bells	Maria Certeza	Maravilhas da Vida Moderna
8j1dteSkS7STjyfz	Halestorm	Skulls	Vicious
8jAVSnCyRcCXKlMZ	Lighthouse Family	Lifted	Ocean Drive
8jm343ENCwrykYvJ	Anahí	Anclado En Mi Corazón	Anclado en Mi Corazón
8ju06RT3uF5sWYQ3	Aimer	VOICE	Midnight Sun
8juAgVx5L1N4qRAu	Julia Michaels	Heaven	Fifty Shades Freed (Original Motion Picture Soundtrack)
8kVzHcRzhDS7Bxvg	Metallica	Creeping Death	Ride The Lightning (Deluxe Remaster)
8kbJl8BMcmlhk8zC	Eden	Wake Up	End Credits
8mbQ8LclxGzRs8sM	Bobby	Tendae	LOVE AND FALL
8nG0vZiRQXrHbrQK	Linkin Park	Crawling	Hybrid Theory (Bonus Edition)
8nfInLnXFaiJCz14	Iron Maiden	Isle of Avalon	The Final Frontier (2015 - Remaster)
8nn59jT0abA59EF2	Fishbach	Un beau langage	À ta merci
8nx1r98DWNMajGpk	As I Lay Dying	Through Struggle	Shadows Are Security
8oLjdG6ftZe5IAKm	Metallica	Murder One	Hardwired…To Self-Destruct
8ob00fp58J5Q7e2S	XTC	The Mayor Of Simpleton	Fossil Fuel: The XTC Singles Collection 1977 - 1992
8oiF5nv0DGK0LQMQ	Hey Monday	Josey	Hold On Tight
8oxyFL2duwAPYZNe	The Sound	Skeletons	From The Lion's Mouth
8pAdYpeKhpmRZ83D	Fábio de Carvalho	Lobo	Tudo em Vão
8qQGED0CK83gqK2H	Sheryl Crow	Redemption Day	Redemption Day
8ryVJGG5B3J6hbwA	Hot Flash Heat Wave	Sky So Blue	Sky So Blue
8sIe1bMekhXx6FPz	Cat Stevens	Lady D'Arbanville	Mona Bone Jakon
8si89ZZOTePxWUNZ	Sleeping at Last	Dark Horse	Covers, Vol. 2
8sufJfhyteY1VXr7	Natasha Bedingfield	Put Your Arms Around Me	Pocketful Of Sunshine
8tZBMa0MllIv0KVO	Karnivool	Set Fire to the Hive	Sound Awake
8u9fyti3s8o9wYeV	Morcheeba	Who Can You Trust?	Who Can You Trust? (// Beats & B-Sides)
8uWid3g2Wzcye5T4	Lara Fabian	Je ne t'aime plus	Papillon
8v6xGX6Psrtt1cOM	Vince Guaraldi	Linus and Lucy	A Charlie Brown Christmas [2012 Remastered & Expanded Edition]
8vE5Zrpy8oVtWw1K	THE ORAL CIGARETTES	Color Tokyo	Wagamama De Gomakasanaide
8vbeb3p6vATQCnSO	Melvins	Boris	Bullhead
8wk2f2lIkRWtUCqQ	Kaitlyn Aurelia Smith	To Follow & Lead	The Kid
8wweAwTMzrrS7DTv	Red Hot Chili Peppers	Catch My Death	Catch My Death / How It Ends
8x6WfNyBkmi2HemH	Anouk	One Word	Hotel New York
8x7Coj3LBZpSEgdB	Emma Blackery	Villains Pt. 1	Villains
8xH3HayjxABW1Agk	Fynn Kliemann	Zuhause	Nie
8xILhc8i3jf3XOZd	Clinic	Harmony	Walking With Thee
8xcBkkbq51mMWKJG	Epica	Decoded Poetry	The Solace System
8xhiMNFkd8uGyNoN	Estelle	Come Over	Shine
8xpEpsaWQ2Ow6DE5	Dave Mason	We Just Disagree	The Best Of Dave Mason
8xppbLxi0tbzXnZV	Lil Yung Pharaoh	i hate you, but i love you	I Hate You, But I Love You
8xrJB9uhruYJUVAL	Katy Perry	Part of Me	Katy Perry - Teenage Dream: The Complete Confection
8xunDLSxrB1u5agF	Evanescence	Good Enough	The Open Door
8xyMzm7LnuOzQMac	Sublime	We're Only Gonna Die for Our Arrogance	40oz. To Freedom
8xyotpN995FpQ4Ns	Dave Gahan	Saw Something	Hourglass (Deluxe)
8ys0skCYZshSBTTi	Muse	Follow Me	The 2nd Law
8zpRRyAbQ2jizIrc	Prince	Mary Don't You Weep - Piano & A Microphone 1983 Version	Piano & A Microphone 1983
915C0ljH8mOKpP4Q	Napalm Death	Hung	Fear Emptiness Depair
92sYi2jqT81CHTre	Celia Pavey	Shadow	Bodies
92x47mtZZlxsVtL3	Red Hot Chili Peppers	The Adventures of Rain Dance Maggie	I'm with You
94MziIchbbmiBBV4	Blondie	X Offender	Blondie (Remastered)
94vbTStoXRy6EewO	Judas Priest	Before the Dawn	Hell Bent For Leather
95RI5fgCg2VocL0O	Bryan Ferry	Boys and Girls	Boys And Girls (Remastered 1999)
96FXP9g2jcL4ZwRU	The Whispers	And the Beat Goes On	The Whispers: Greatest Hits
97drm5mZVuk1HdEF	BTS	Miss Right	Skool Luv Affair (Special Edition)
97kWzMRO2y7T7QS6	Marilyn Manson	Obsequey (The Death of Art)	The Golden Age Of Grotesque
982OMvCiWs19giny	Finger Eleven	So-So Suicide	Them Vs. You Vs. Me (Deluxe Edition)
98mzlj5KlThDab2f	Mandy Moore	Saturate Me	Mandy Moore
993Sr9xC9zTpG8yA	Empress Of	Everything Is You	Me
996ep5S9Pi8KQPjl	Mary J. Blige	Need Someone	My Life II...The Journey Continues (Act 1) [Deluxe Version]
99IWlWCRlyhRve35	Apocalyptica	Bittersweet	Apocalyptica
99bgeNH9Z2lXsTgi	Skunk Anansie	Weak	Paranoid & Sunburnt
9ALEcwUfkHXd1uem	Theatre of Tragedy	Deadland	Forever Is the World
9ARldTY4s0zwpzSp	Keith Jarrett	Birth	Foundations: The Keith Jarrett Anthology
9BWW2uLto4WhNlDa	B.B. King	Help The Poor	Live At The Regal
9CFIZd07WUyHsUg9	Bad Bunny	Solo de Mi	Solo de Mi
9CNGU8QfcEtqksLA	Tierra Whack	Shit Happens	Shit Happens
9CjXegnVcptrG7Xv	Belinda	Princesa	Belinda
9Cjst12YBccwcJkO	Oneohtrix Point Never	Woe Is the Transgression I	Rifts
9CuEQRYVaaGpgOGn	G-Eazy	Been On	These Things Happen
9D2c2vduKE4z4Sne	Cloves	Better Now	Better Now (Acoustic)
9DLw6lDdZsu6yzOI	Blonde Redhead	Magic Mountain	Misery Is A Butterfly
9E9I0B2ItsjdNei9	Morrissey	Ouija Board, Ouija Board	Bona Drag [Remastered]
9Ek714glrYth36on	Queens of the Stone Age	Into the Hollow	Era Vulgaris
9F1gV68TypCQoHAh	Elis Regina	Dá Sorte	Viva a Brotolândia
9Fl074LqThRQBg8m	In This Moment	Lay Your Gun Down	Ritual
9G2z6hHoL7Wsvmg4	Keane	Somewhere Only We Know	Hopes And Fears
9GTxtZ3KtEPBE7jD	The Offspring	Come Out and Play	Greatest Hits
9Gao5zhHA331z7lg	Enrique Iglesias	Miss You	Insomniac
9HYJdncOd3ditRjf	New Found Glory	Hold My Hand	Coming Home
9IDodVBkVWYciuaB	Whitney Houston	All the Man That I Need - Live from Welcome Home Heroes with Whitney Houston	Whitney Houston Live: Her Greatest Performances
9IPfxzNtq4iBGoEX	Death	Killing Spree	Spiritual Healing (Deluxe Version)
9IjA50THFSLbmvx8	Cults	Gilded Lily	Offering
9Ijiz1Y7VCFNPxr0	John Cale	Macbeth	Paris 1919
9JtafVE9ABFN4c0x	Youth Fountain	Lucid	Letters to Our Former Selves
9K128RRw2Xmmsi5v	PJ Harvey	Snake	To Bring You My Love
9KcosZcPXy5eSIHx	Broods	Evergreen	Evergreen
9KdgyVvEDwifgBje	Kalmah	Blood Ran Cold	Palo
9L3wVAnFmedjj6o9	Tame Impala	Nothing That Has Happened So Far Has Been Anything We Could Control	Lonerism
9LYp044f59ZP5NY0	Heidi Montag	Trash Me	Trash Me
9MCoT161a63Nz7do	Malú	Todos los Secretos	Oxígeno
9MSZYU1bW0MtoLw2	Camera Obscura	Country Mile	Let's Get Out Of This Country
9Ml7MQmMOpQZhPve	Big Star	Blue Moon	Keep An Eye On The Sky
9N0VW71ztNVXkSyL	Cinema Bizarre	Escape To The Stars	Bang!
9NnPbxZdiAwWaul3	David Guetta	Sexy Bitch	One Love (Deluxe Version)
9NxSTjfiCaLJeMSD	Eagles	Witchy Woman	The Very Best Of The Eagles (Remastered)
9O2a4Se8J4roX0RL	Foreign Air	Chakra Daemon	Chakra Daemon
9OB4lHHK9x6QhHwg	Céu	Perfume do Invisível	Tropix
9ORQj1Gjgyuzq79P	Phoenix	Countdown	Wolfgang Amadeus Phoenix
9PPpuEd0cYey65wk	J Balvin	Tranquila	La Familia
9QNIVQoNI7ewcMPX	Tony Bennett	Cheek to Cheek	Cheek To Cheek (Deluxe)
9RVhsrKpkkQkEpkY	De Staat	Input Source Select	I_CON
9SNfrAKOc6FtkLgx	The Offspring	(Can't Get My) Head Around You	Splinter
9TRO6OKYCUBj1JLU	Prince	The Greatest Romance Ever Sold	The Greatest Romance Ever Sold
9UXJY75NJUJBsKPV	Shawn Mendes	Nervous	Shawn Mendes
9UYq3skhDc5103Ha	Robin S	Show Me Love (Stonebridge Club Mix)	Deep House Fever 03 (The Ideal Electronic Playlist)
9UoZ3pzKGpJ7tNY8	Jack Johnson	Angel	Sleep Through The Static
9V7FcL5ONzEn5GrK	Travis	Colder	The Boy With No Name
9VAI4y25Ss2IeGgD	Lil Suzy	Take Me in Your Arms	Lil' Suzy - The Greatest Hits
9VQ9GGVuYePVTUdY	Empyrium	The Ensemble of Silence	Songs of Moors and Misty Fields
9WSalbaSsrNoxjTO	Capital Inicial	Depois da Meia Noite	Das Kapital
9Wox3eF3d9pPFYcZ	Azure Ray	No Signs of Pain	November
9XRPyl7xL5kiHFrz	Arctic Monkeys	I Want It All	AM
9XRv0ffNrXeTqyYd	Big Boi	Shutterbugg	Sir Lucious Left Foot...The Son Of Chico Dusty
9XZnUXAlRjwZfVBW	Matrix & Futurebound	Control - Edit	Control
9XcrWoWGmPTwx10q	Clara Luciani	On Ne Meurt Pas d'Amour	Sainte Victoire
9XjcTcNaVjat5i0X	Kasabian	Neon Noon	Velociraptor!
9Zu9kZHk8AOiiMqf	Phil Collins	Another Day In Paradise - 2016 Remastered	...But Seriously (Remastered)
9ZzhsZM34XuPp3In	Sixpence None the Richer	I've Been Waiting	Divine Discontent
9aIODCK9fUoAxCBZ	Muddy Waters	The Same Thing	The Folk Singer
9bRxin8Ah5TZwYP7	Kissin' Dynamite	Let There Be Night	The Sacrament Of Sin (Deluxe Version)
9e1IknMy0LthsGg0	Taking Back Sunday	The Union	Where You Want To Be
9eWNMjg2IwKmdNpQ	Shakira	Se Quiere, Se Mata	Pies Descalzos
9ewHGB44bT6eFip3	Delta Goodrem	Be Strong	Mistaken Identity
9fPgsgQRQAX0bZaj	GOT7	Paradise	FLIGHT LOG : ARRIVAL
9fb5miQdgj3NV720	Black Label Society	No More Tears	Sonic Brew
9fmDy4qA6zkGwkU1	Oliver Tree	All I Got	Alien Boy EP
9gY0mHPFBXLqmWFR	Black Lips	Dirty Hands	Let It Bloom
9gZTgZpV6mBSXswV	Solange	Junie	A Seat at the Table
9ghOA1okIBq7pZlT	Diana Ross	Friend To Friend	Diana
9heKoKCcU5HHMYsc	Avril Lavigne	Hush Hush	Avril Lavigne (Expanded Edition)
9hm96jMqFvVAkLoJ	Kanye West	All of the Lights (Interlude)	My Beautiful Dark Twisted Fantasy
9hzViMayQUAwfVYZ	Arch Enemy	Web of Lies	Wages of Sin
9iPAjVFDZEKUug9P	King Diamond	To The Morgue	The Spider's Lullabye
9j1kgMcoRwMSJI9d	Jadu Heart	Purity	Purity
9j4UhqzJ3xUWevOV	Beth Hart	There In Your Heart	Bang Bang Boom Boom
9j7IttevWufOyH0Y	Nine Inch Nails	The Frail	The Fragile
9jDGscPdRFL4LbOi	Paulina Rubio	Aunque No Sea Conmigo	Ananda
9jJu031sMMcGJroy	Pink Floyd	Two Suns in the Sunset	The Final Cut
9jhfWbs8Epd0rHnE	Mayhem	De Mysteriis Dom Sathanas	De Mysteriis Dom Sathanas
9kKaFG0McbM278c6	Neurosis	Zero	Souls At Zero
9kRn3DFVG50Q74sc	Arcturus	Warp	Arcturian
9lAoeeEDBGrwFkWE	Falamansa	Asas	Deixa Entrar...
9lLvrbpsxuR4Pwv4	Charlotte Day Wilson	Work	Work
9mAnztazEN0J6hcT	Autechre	LCC	Untilted
9mAsO3Ach6UEIwsj	Zhavia Ward	100 Ways	100 Ways
9n5um9rsfkDs1tCL	KC and The Sunshine Band	Keep It Comin' Love	KC & The Sunshine Band - Part 3...And More
9nGYqWbLr4KsZC86	Greyson Chance	Little London Girl	Hold On ‘Til The Night
9naCL4nTjGXszDKY	Snow Patrol	Those Distant Bells	Fallen Empires
9o2XSs0Sciy75Lsv	Artie Shaw	Moonglow	Begin The Beguine
9oCW6CV6144w0AnH	KeBu	Interlude No. 4	To Jupiter and Back
9oHTWgr0D4wHOl0H	Letters to Cleo	Co-Pilot	Go!
9oWhjVSJnq2kroXb	Soen	Savia	Cognitive
9oY6wE9hcRyYCcjB	The Vibrators	London Girls	Original Punk Classics
9oaGUlPMKKSAVRtq	The Growlers	Salt on a Slug	Hung At Heart
9oyN3Av5CXpk6irR	Mark Ronson	Outversion	Version
9pEBPJMvQtAJp7Ue	Adept	Rewind the Tape	Sleepless
9pbBfVPAIpSSuqQ1	Jetta	Feels Like Coming Home	Feels Like Coming Home
9pj4uFWHMG7n1Rpd	Niall Horan	This Town - Live, 1 Mic 1 Take	This Town (Live, 1 Mic 1 Take)
9pzhap1LGZy8DPd9	Rush	Working Man	Rush
9qGCsAmwOj3OjPl2	Lou Reed	New York Telephone Conversation	Transformer
9qaKV0JY8KZZ5hfR	Nightwish	The Carpenter	Decades
9qkkf8UFZMEO37d8	Testament	The Pale King	Brotherhood of the Snake
9r5QfLNXFG1xbR9m	No Joy	Hare Tarot Lies	Wait To Pleasure
9rWCMau99ml7fSui	Satyricon	Deep Calleth Upon Deep	Deep calleth upon Deep
9rgJsDDeGxdXkHOz	Lacuna Coil	Underdog	Shallow Life
9rvoWUrdiqVQwBUB	Earth, Wind & Fire	Boogie Wonderland	I Am
9rzuRuHobIortaVf	IIRIS	Drugs & Money	Stranger
9sBQdyp0jfSbM8N6	Metro Station	Shake It - Radio Mix	50 Pop Sensations
9sVHDeBgMi0Lc1Av	Antony and the Johnsons	Cripple and the Starfish	Antony and the Johnsons
9sbSNlVCT9iCiQID	Wild Beasts	Celestial Creatures	Boy King
9sqO3DMg5y0XNpl1	Buena Vista Social Club	De camino a la vereda	Buena Vista Social Club
9t3v1E05aBrRfcIB	Buddy Holly & The Crickets	That'll Be the Day	True Love Ways
9t5V6KNdF2HTdY2v	Maroon 5	She Will Be Loved	Songs About Jane: 10th Anniversary Edition
9t81GnFjmVyjYAm3	Raça	É pra Copiar	Saboroso
9ttBPpYD1I5fBjXz	Silverstein	On Brave Mountains We Conquer	This Is How The Wind Shifts: Addendum
9ttzPPo5qsG6EvWM	MC Bola	Ela é Top	É Top
9ubEIdkbvUi67sP6	James Blake	DLM	Overgrown
9ufwJdANQqCqgnrw	Katy Perry	If You Can Afford Me	One Of The Boys
9uinLzhFX5Li8UxL	R.E.M.	Texarkana	Out Of Time (25th Anniversary Edition)
9uipubnlZVihbuon	Jerry Lee Lewis	Lewis Boogie	Original Golden Hits - Volume 1
9vfTAY6uET0AAEX0	The Jackson 5	Darling Dear	Third Album
9wHxDaN7LbEnpQXY	Floating Points	For Marmish	Elaenia
9wVMVj3NEoSnQDwH	Flo Rida	Be on You (feat. Ne-Yo)	R.O.O.T.S. (Route Of Overcoming The Struggle)
9wgNaVNTy0MMN84q	I Am Waiting for You Last Summer	Promise You Gave Me	In Eternal Lines
9x7hJ4DZ9zHau1yx	Brodka	Znam Cię na pamięć	Moje piosenki edycja zwykla
9yPJPUXddLrexCsb	Charlotte Cardin	Dirty Dirty	Main Girl EP
9yR7umx73B9lRruf	Symphony X	Smoke And Mirrors	Twilight in Olympus (Special Edition)
9yqcwWJcf5nd7ONf	Amir Obe	Famous	Famous
9z3a5HdONdK7tcXT	Boa	The Shadow	Only One
9zniJGYWmE9sWeIZ	Calcinha Preta	Dois Amores, Duas Paixões	As 20 +
A0P0ZbQMfyN031bn	Fármacos	Lento	Los Días Más Largos
A0es4ZrbD9Vj0yFz	Doe Maar	Bella Donna	De Jonge Jaren Van Doe Maar
A1BXGdlTukDnWY9D	Bob Marley & The Wailers	Natural Mystic	Natural Mystic
A1bndB4BaPGyoIQp	While She Sleeps	We Are Alive at Night	Brainwashed
A2Sc6PmbSuQdebpT	The Notorious B.I.G.	Gimme the Loot	Ready To Die The Remaster
A2wARJPaWUcYAnPP	Mc Tarapi	Novinha Safadinha	Novinha Safadinha
A4LHD5mR4q2DfjkV	John Hiatt	Have A Little Faith In Me	Bring The Family
A4MQyQh57Qzrd1Jv	Bring Me the Horizon	Re: They Have No Reflections	This Is What The Edge Of Your Seat Was Made For
A4OVTRC4LrcuEwXw	Method Man	Bring The Pain	Tical
A4rVdbOmWC03SfH7	Sopor Aeternus & The Ensemble of Shadows	Where The End Begins	The Spiral Sacrifice
A5aa9b6otWVeCzxZ	Lacuna Coil	Cold	Unleashed Memories (Re-Release + Bonus)
A6RH26SJ59WiJh26	The Lovin' Spoonful	Darling Be Home Soon	You're A Big Boy Now
A7fWG4gWuOX6nzQO	Muse	The Dark Side (Alternate Reality Version Instrumental)	Simulation Theory (Super Deluxe)
A7zgLS08lI9vrDQ6	Carpenters	Love Is Surrender	Close To You
A8BGOA7xT9m828mM	zimbra	Deixa Assim	Azul
A8EH3cVNOYShrMoX	Sarah Close	You Say	You Say
A8Q9gX4RokaFDMOP	Jackson Browne	Somebody's Baby	The Next Voice You Hear - The Best Of Jackson Browne
A8h85ibksnSnhdsl	Trivium	Detonation	The Crusade [Special Edition]
A8kewYV75MUyN1Iz	Three Days Grace	I Hate Everything About You	Three Days Grace (Deluxe Version)
A8riDeX1lgDwzURU	Chevelle	This Circus	Sci-Fi Crimes
AAde0x5mxmP6EuRg	Diana Ross	My Old Piano	Diana
ABL8YthB5Y35Jenn	The Knife	Like a Pen	Silent Shout
ABaL80MkB6F1CRdU	Kelly Clarkson	Low	Thankful
ABf2eJ355ZV5sFXi	Pitty	Fracasso	Chiaroscuro
ACQtPXv35XjD9CJY	Johnny Cash	Cocaine Blues	At Folsom Prison (Legacy Edition)
ACT4ynulbcV4ImYD	Nação Zumbi	Assustado	Fome de Tudo
ACgKRroc510k45qF	Simply Red	Thrill Me	Stars [Expanded] (US DMD)
ACp4BZyiKPP0Sa9Q	The Decemberists	Everything Is Awful	I'll Be Your Girl
ADBHmI5XoBCoT7J1	The Coral	In the Rain	Roots and Echoes
ADGkUnl2j2h8pg7U	Swans	Nathalie Neal	To Be Kind
AEp0v4MBw9xTPjWh	The Radio Dept.	Never Follow Suit	Clinging To A Scheme
AF9C6yd9joq4WYiP	Atoms for Peace	Amok	AMOK
AFa4LoV0kMC55xax	Clarence Clarity	Meadow Hopping, Traffic Stopping, Death Splash	No Now
AGK0z9pdbKpyx2gV	Angelo Badalamenti	Audrey's Dance - instrumental	Soundtrack From Twin Peaks
AH4zjf9r5g4lmZnL	Sheila & B. Devotion	Spacer	"Intégrale (exclus À 17 ans ""At Seventeen"", En duo avec Claude François)"
AHxlYYF77deeT3AZ	Rhapsody of Fire	Sea of Fate	The Frozen Tears Of Angels
AIBHo3pKlhELRytG	Wax	Bridge to Your Heart	American English
AIPEnoGZ4rdPIriI	Michael Andrews	Liquid Spear Waltz	Donnie Darko (Original Motion Picture Soundtrack)
AJOdkJzaXjuV92Ma	Avril Lavigne	Rock N Roll (Acoustic)	Avril Lavigne (Expanded Edition)
AJzObB9wB9RHXkMp	Pay money To my Pain	Pictures	Remember the Name
AKRHttpUMX49y9fl	The Megas	History Repeating Pt. 2 (One Last Time)	History Repeating: Blue
AL1fFp7eNK8FFOFV	Woods of Ypres	Years of Silence (And the Private Joke)	Woods III: Deepest Roots And Darkest Blues
ALrLi7zZwwWmPDl2	Ray Charles	Mess Around	Ray Charles (aka: Hallelujah, I Love Her So)
ALtYCqP0WNXBuQGi	Robert Palmer	Every Kinda People	Double Fun
ANaFjVKaxKxGxjG3	Lacrimas Profundere	I Don't Care	Lips
ANgqdprgC44Bj6Bv	Zee Avi	Rainbow Connection	Zee Avi's Nightlight
AO3FpzGyxyfLiXRp	Jetta	Losing Control	Losing Control
AOPw4HGzb6AyX80k	Neurosis	Aeon	Through Silver In Blood
AOZr6sZYl89pNlNE	Laura Pausini	Non è Detto	Fatti sentire
AP9AHMswubBb42Eh	Natalia Lacunza	Never Enough	Sus Canciones (Operación Triunfo 2018)
AQB88LaysVOVlMxc	Norah Jones	The Nearness of You	Come Away With Me
AQHrSg085PQgy0Sp	Michael Bublé	Unforgettable	love (Deluxe Edition)
AQwaUS1ooFNDUf3O	Scott Walker	It's Raining Today	Scott 3
AR1NgojPLeh4W9Pf	Van Morrison	The Way Young Lovers Do	Astral Weeks
AR22qiNNZJH53oZ3	Satyricon	The King of the Shadowthrone	The Shadowthrone
ARRGkgK7lRVv2zTD	Bel Canto	Unicorn	Shimmering, Warm and Bright
AReCVNilc0nSXKww	Die Antwoord	I Fink U Freeky	Ten$ion
ARfBHsLlhLprEt6U	Wilson Pickett	Mustang Sally	Wilson Pickett: A Man And A Half
ARuvcIB9D44qZfhx	Kevin Spacey	Beyond the Sea	Beyond The Sea O.S.T.
ASfVpOlcbV7uzwuz	Kamasi Washington	Final Thought	The Epic
ASutjz750fK5oMem	Gösta Berlings Saga	The Shortcomings of Efficiency	ET EX
AT0WTh5hF1JZNnx3	Demilich	Raped Embalmed Beauty Sleep	Nespithe
ATNbFmkVBcd6097Q	Sandy e Junior	Planeta água	Identidade
ATSgTTDdi3JU2GJ5	Jasmine Sokko	Hurt	HURT
ATx5hzyuhv9wc2SP	Goo Goo Dolls	Iris	Dizzy up the Girl
AU6HrDjuZifKZP7Z	alt-J	Warm Foothills	This Is All Yours
AU6wAXx8FtqPMi1S	Tetê Espíndola	Olhos de jacaré	Pássaros Na Garganta e Asas do Etéreo
AULB1JrekmhHQcFq	Nelly Furtado	Waiting for the Night	The Spirit Indestructible (Deluxe Version)
AUQftv5u7Umwgb0h	The Get Up Kids	Stay Gold, Ponyboy	Four Minute Mile
AUWRxIfnhwupqTYZ	Tulia	Pali Się (Fire Of Love)	Fire Of Love (Pali Się)
AUqyqV0WiHC7JB0Z	Beth Hart	Thru The Window Of My Mind	Bang Bang Boom Boom
AVPBhHKtPunxi4I5	Leon Bridges	Mrs.	Good Thing
AVddwgIQM8Pf1jIQ	Katatonia	Leech	Dead End Kings (Deluxe Edition)
AVeE9oeewaVqOicV	Mary J. Blige	Slow Down	What's The 411?
AW4eXMIwqmVCpzNc	Mars Red Sky	Hovering Satellites	Stranded in Arcadia
AWGGSyyiq2aprR2z	The Damned	Help	Damned Damned Damned
AWQlhWxD7KquoF7h	The Wombats	Lemon To A Knife Fight	Beautiful People Will Ruin Your Life
AWlQXIzsq9OEQ3lH	George Michael & Elton John	Don't Let the Sun Go Down on Me	Ladies And Gentlemen... The Best Of George Michael
AXo3IRM6zSZeHDJc	I Monster	The Blue Wrath	Remixed
AZG2P2FqlHOFXHhl	Tool	Parabol	Electro-acoustic Tribute To Tool,the
AZebBWHqEyFyZJG2	Colbie Caillat	Just Like That	Gypsy Heart
AZm3GKxXEiXjtNe6	Rob Dougan	Clubbed to Death (Kurayamino Variation)	Furious Angels
AZr4yqqtSJlBmHAA	Paramore	Playing God	brand new eyes
AalWDiMakwC7lbMO	Thundercat	Tenfold	Apocalypse
Aaruqax7ZuG8p3sc	Baltimora	Tarzan Boy	Living In The Background
Ab6PcCvNzMhSjvC9	Visioneers	Ike's Mood I	Marc Mac presents Visioneers - Dirty Old Hip Hop
AbfCteGKruA4zW8h	Kylie Minogue	If I Was Your Lover	Kylie Minogue with Bonus Disc
AbjlEcSMY5tjKc3D	Tame Impala	Half Full Glass Of Wine	Tame Impala
Ac5qMXBdTXpGZMtn	Detonautas Roque Clube	Outro Lugar	Detonautas (Nova Versão)
AchrxBe9fay6wza8	Girls Aloud	Untouchable	Ten
AdIjOsJtx97kFTbL	Hippo Campus	Doubt	Bambi
AdP9XFIcXBs0hQsP	The Pains of Being Pure at Heart	The Cure For Death	The Echo of Pleasure
AdiSsUP1IWEVNEjs	Kylie Minogue	A Lifetime to Repair	Golden
AdpancZyCftcXbLs	Noisuf-X	Hit Me Hard	The Beauty of Destruction
Ae6ui4UEhaw9BUnt	Pulp	Help the Aged	This Is Hardcore
AeKowzEU6IEBEOME	Light The Torch	The Safety Of Disbelief	Revival
AeUyZmBYFC2byRkU	Ariana Grande	Just a Little Bit of Your Heart	My Everything (Deluxe)
AeYc3lS3e5Yb6MMD	Liniker e os Caramelows	De Ontem	Goela Abaixo
AeqSqejYZnez3XbS	Basshunter	All I Ever Wanted	Now You're Gone
AfAUJ1IBQwWu9AOt	Green Day	Poprocks & Coke	International Superhits!
AfI5NVukxmVBNDes	Meghan Trainor	I'm a Lady - from SMURFS: THE LOST VILLAGE	I'm a Lady (from SMURFS: THE LOST VILLAGE)
AfPhlwboCnT8q1R6	Henrique & Juliano	5 KM - Ao Vivo	O Céu Explica Tudo (Ao Vivo)
AfrLhYX0OIS0UFNL	Disclosure	White Noise	Settle (Deluxe)
AgJ6E9Wk7J2fn8ST	Texas	In Demand	The Greatest Hits
AghPRnUuGTZFTkSr	Ed Askew	Blue eyed baby	For the World
Ah44EewbTJUw9s8T	Melanie C	Better Alone	Beautiful Intentions
AhNen5ZZD6sGiQbM	Mono	Elysian Castles	The Last Dawn
AhYFhuki4kduBRta	Pharrell Williams	Happy	G I R L
AiT6MwWAoNLj0qvR	Ramones	Listen to My Heart	Ramones (Remastered)
AjLVfM94O2WvuYGH	Adam Lambert	Music Again	For Your Entertainment
AkJ9etYhYzmWXm5i	Xandria	Sweet Atonement	Sacrificium
AkLsPFsWyNXZLk0u	Juice WRLD	Hear Me Calling	Death Race For Love
AkN19gTS3a7ddJP8	A Day to Remember	Forgive and Forget	Bad Vibrations (Deluxe Edition)
AkZzxPOUNnnnplbk	Cassadee Pope	Gavi	stages
AkeYqvR2u32f0Zfa	Amon Amarth	As Long As the Raven Flies	The Crusher
AkivBVjeMvXR6pzC	ATB	Don't Stop	Movin' Melodies
Al6c1yaUwNw08Lva	Slayer	Crionics	Show No Mercy
AlErEJcF2PWXSzUj	Brian Wilson	Cabin Essence	Smile
Alr6fcLBvqQgZ2nN	Johnny Marr	Walk Into The Sea	Call The Comet
AluH2OXiHevXonRS	Starset	Telepathic	Vessels
AnTK7JpEqOnRbPyr	She Wants Revenge	Walking Away	This Is Forever
Ap3JEQXnLNF3xyg7	Cachorro Grande	Dia Perfeito	Cachorro Grande
ApCsCw4zG5Bx1AQm	Toby Fox	Start Menu	UNDERTALE Soundtrack
ApQfX4l4dG3Bwg2z	Skillet	Sometimes	Awake
ApzOHujENCoRFV8J	Carolina Durante	Joder, No Sé	Carolina Durante
AqMM9mvBK8JZNM8C	Santana	Mother's Daughter	Abraxas
