00KSCJkYb8JKa4Y3	rock,german,progressive,emo
KxsqEYWFyUXOneUI	soundtrack,john barry,instrumental,beautiful
KyT46NICXfTLqThZ	punk cabaret,cabaret,alternative,piano,female vocalists,dark cabaret
KyefH0PdEWzdfD6M	heavy metal,metal,nwobhm,iron maiden
KzShdJP0o8Wg6BlK	2016,beats,ambient,instrumental,instrumental hip-hop,beats,ambient,instrumental hip-hop
KziVfb0sW6UOj2f9	rock,soft rock,folk
KzpC09Jaskp57Lim	hardcore,grindcore,hardcore punk,punk rock,brazilian
L03rVuzJmEYWQnMV	post-hardcore,metalcore,post-hardcore,screamo,metalcore
L0dGa5trh5HA4PIK	trip hop,lo-fi beat
L1Ak9YeGJfHmdeYu	punk rock,rock,punk
L1W0clyQY7ysnD5N	chill,live,mpb,rj,tim maia,00s live
L2RZNkjAm421KB0A	heavy metal,hard rock,metal,speed metal
L2YZohnGiw7ERRnm	death metal,brutal death metal
L2gnt8dqIkmRjefp	progressive death metal,progressive metal,death metal
L2yvC3lmRkiMGg0b	folk,chamber pop,depression,rock,pop punk,alternative
L3aYkhfpuDhIZYKf	punk,punk rock,80s,rock
L3ecU7VNEtANnsgE	rock,indie rock,blues rock,indie
L4MFzu1YdaRGdabK	experimental,brazilian,brazil,mpb,jazz,samba
L5Nyp0cgbILe9eUA	cody simpson,pop,flo rida,2010
L5fGfdOXHx47Upye	pop,beautiful,british,lonely,ballad,love it
L5hzUwJxVruePOF5	emo,chamber pop,indie folk
L5kel9ii1NItXG7F	indie,finnish,2017,indie rock,party indie
L663R2DkxlsiEjio	2013,pop,rnb,australian,female vocalists,2014
L6GSMwz9KAu0icpD	sertanejo,all,sertaneja,brazilian country
L6OZIso6fTrglTv6	symphonic metal,power metal,metal,gothic metal,symphonic metal,power metal,gothic metal
L6wwZdUlr2cqKyXX	experimental j-pop boriscore,electropop,emo,anime opening,drone,stoner rock,sludge
L81uiGRAAlvx6Rad	electronic,dance,remix,breakbeat
L8CwUiWIV6HjEYCL	electronic,alternative,ambient,experimental,trip-hop
L8PKl3Hy2MrlHvlQ	rock,kennedy,andy warhol,new york,rock,classic rock,singer-songwriter
L8Pi8hYl6bki41NU	futurepop,ebm,electronic,synthpop
L8bRrL53bYInlShC	chillout,lounge,downtempo,electronic,gilbert
L9HzPIPUoSA5u3gk	thrash metal,nu metal,groove metal,max cavalera,2010s,2018
L9OWTYnCTooeJcvR	2017,progressive rock,classic rock,rock
L9Pv1boJbGRm2dvM	alternative rock,90s,fuel,90s alternative rock
L9uPn9B0jehyb3Pc	post-rock,instrumental
LA1iLUJoN40pWJIz	progressive rock,melancholic,progressive metal
LA3aG5qpSRoEIkq6	alternative,folk,polish,electronic,indie,polish,pop,female vocalists
LA8AuCq5kZhdxWU1	indie,ghostly,experimental,4
LAhv5czpV3DiiXmH	jazz,female vocalists,vocal jazz,piano,jazz vocal,jazz,female vocalists,fip
LAuoEf4yLA7j1SIm	death metal,technical death metal
LB9GVFREFQLcD5bz	indie,indie pop,indie rock,2016 single,bbc radio1 playlist 2016,indie,indie rock,british
LBTK9Hkd44lksHZJ	progressive rock,77davez-all-tracks,jazz rock,70s
LCL52HpPA7puXaAr	power metal,metal,speed metal,heavy metal,extreme power metal,power metal,speed metal,extreme power metal
LCf0x3hG5pCDaK1j	instrumental jazz tag,soul,disco,quiet storm
LCzFFLE9HiUe0bEs	indie pop,female vocalists,dream pop,mexico,2015,alternative and latin rock
LDOt6mI8RCfOtVxG	hip hop,2017,hip-hop,rap,rnb
LDPk1F5pGbhpYPhM	progressive rock,psychedelic rock
LDZ9lVK1aikZ12JP	dark ambient,ambient,swedish,noise
LDa19N6F03mVJa4T	jazz,female vocalists,vocal jazz,christmas
LDq43SIBKxQ2KT8R	british,electro,10s,indie
LEKUcSp6hJb8xF9C	electronic,dance,house
LEmyIR0bfXsNwkVg	pop,dance,electronic,madonna
LExFi0fEE33rufmE	8-bit,indie rock,if this were a pokemon i would catch it
LFBddJckTYBseS9Q	synthpop
LFKYue8YlfYi1ILw	pop,belinda,dance,sexy
LFbhggcIU1tXYolH	punk,rock,punk rock,political
LG16DD3N6BaBL6TH	pop,fm4,eclectonia
LGHnrsnnlCPTQVJY	love at first listen,acoustic,indie pop,female vocalists
LGiRP4GRhP3A1nNG	progressive metal,doom metal,progressive rock,melancholic,anathema
LGj1ktV5GZ2d8jxv	disco,70s,dance,female vocalists,pop
LHDlFNBaI9Qxx0m6	indie,folk,indie folk,love at first listen,greys anatomy,plumkanie
LIDSApOeUNXidxDP	hino,pop,sad,happy,female vocalists,indie,chillout
LKHnVjPVBkBQBfJ9	metalcore,hardcore,screamo,metal
LKwb8nyHmL4IC73o	swedish,pop,indie folk,art pop,2010s,singer songwriter
LLJEKxrHQ6a6RlBt	shoegaze,dream pop
LLWbPUdEB4FHQ19L	indie rock,synthwave
LMFQEec9D0F4nJpJ	instrumental,classical,covers,strings
LMLqOC9naSqiWKqq	house,pop,dance,90s,eurodance,christian
LMO7d9lYfO7mQ081	piano,ambient,contemporary classical,melancholic,melancholy,post-classical
LMY9JdqcgKwSKAfN	rock,alternative rock,alternative,electronic,linkin park
LMd0mTyYeOJmfnfs	disco,70s,dance,female vocalists
LNxfcBqf3mUJPzu7	folk,acoustic,indie
LO0uzPSnPRwlcQQn	psychedelic,experimental,freak folk,indie
LO4uvVzcEuuQx6tQ	pop
LOnLIoFw7Ja1PF2c	rock,christian rock
LOvSZwxj0ITKWcNM	duo,girlsband,2016 single,swedish,electronic,electropop
LPLcWIYMeIxFWRT7	pop,dance,tinashe
LPNDp9mwvKDqDgtG	symphonic metal,rock,folk rock
LPShrNua50d4ayB1	black metal
LQ5D2Q5SE914jB8V	electronic,fav
LQG7MLoe4yuXPE5o	shoegaze,lo-fi,2010,rock,april skies,cool as fuck
LQKd7z8masEt7dDg	rock,awesome,pop punk,powerpop,pop
LQsoIDXqFusXFNcS	mod,new wave
LRKDEbjikM8ApBqt	polish,soul,jazz,female vocalist
LT3hoLc75upLHA6T	rnb,soul,pop,female vocalists,hip-hop
LTBLorQuybXiT1Sn	progressive metal,post-metal,2018,sludge,experimental,sludge metal
LTPxLnItVQvEDQwg	2017 listen,brazil,indie pop
LU172SWUFj6iScpv	pop,female vocalists
LU9pfbzRxoXmlpQI	post-punk,eclectonia
LUYNyDFcBwOsYwJV	pop,love
LUqaTXtXxYh6HGvG	pop,dance,you can be my love
LVsyEiJxNHNmYBkT	symphonic metal
LWQ3KjBBZK6nvfQd	rock,alternative rock,alternative,christian
LWVxlUSlpymweDSM	electronic,ambient,idm
LWgass7yhgoi2uIk	indie,indie pop,alternative,rock
LWhCAVDBZjaAbafg	female vocalists,metal,hardcore punk,crust,love at first listen
LWtrQmR6SsPjAIbS	cover,ballad,piano,pop,british
LXLc4pKtyfEw1gmp	idm,like vangelis,77davez-all-tracks,ambient,like fennesz
LYUISWFIhJarStkp	indie,rock,uk,british
LYm4xtUlaPPYxYud	glam rock,rock,classic rock,80s,alternative
LYu3F2zrN9GLXfF7	2018 releases,indie pop,pop
LZsR70Fb9JEki5nf	french,female vocalists,pop,charlotte gainsbourg,french,female vocalists,indie
LaFKKy5CsSMkrlhz	ifpopdidntmeanbritneyspears,shoegaze
LaNxlRl0Nfg5kuqF	soul,90s,pop
LbokTGplmHs3dtct	female vocalists,alternative,singer-songwriter,fiona apple,indie
LbrPYPjEJFCcgurb	deathcore,progressive deathcore
LcpT2g8YClbmCdsX	pop
LdTk4mJOlg3PlXMz	soul,neo-soul,jill scott,female vocalists
Ldxw4VY8iXqyD9lF	electronic,downtempo,synthpop,electronica
Le4jz9lUnn8YgV2F	italian,pop,female vocalists,singer-songwriter
LeBYCuRjwelILJAL	metalcore
Leyz8SjtQHftjZqG	alternative,rock
Lg06JaIOMHlwFhrG	rock,alternative rock,hinder,alternative
Lggy2QpQLVLASQ9Q	punk rock,punk,english lyrics,american artist
Lh1PgK2c9VRI3eYR	dance,pop,rihanna,rnb,female vocalists
Lh1piMazF4t3mnzh	stoner rock,stoner metal
Lh4G0CffCEAzlQhf	synthpop,electropop
LhBiFMoHlbrGLEE5	all,reggaeton,all,reggaeton,latin pop
Lhob3J8lkYpIsISh	alternative metal,metal,rock,system of a down
LiCOrxzPhn5yMBmd	latin pop,pop,latin
LiNEueB1uvHmIe4k	classic rock,bob seger,rock,singer-songwriter
LiPiTyLCohltDam2	ambient,electronic,electronica,pop
LiTJZ0hFmGV37AXa	pop,indie,temazos,hits
LjBSX9ozl9zKIJYH	hip-hop,rap,shiny,8 bit,zapde,luv luv luv
LjXguG4rUlEQ7rMf	slow jams,soul,rnb,love,classic,soul,rnb,freddie jackson
LjqtER7m3usIU0xQ	rnb,kelly rowland,dance,female vocalists,pop,sexy
Lk7yDZgAjLpC4ATQ	pop,acoustic,j-jazz
LkGpjJPoB7H0mt8A	electronic,indie pop,dance,electronica
LkQH6Iq8pgJyMLQ7	american,shoegaze,dream pop,2017 single
Lkd4DxYnFdxro1uK	electronic,chillwave,2017,lo-fi,synthpop,synthwave
LkjhB8MSQ4Ao036A	i love ween,love,indie rock,ween
LkrVriCtwyduVe5k	rock,punk,acoustic,pop,punk rock,sad
Lkv2DgDPlkseob65	metalcore,metal,hardcore,melodic death metal,melodic metalcore,metalcore,metal,melodic death metal
Ll5AqyUtmeE6LkRG	electronic,indie,indie rock,dance,electronica
LlTBoEBAt9wsK8Th	hip-hop,rap,xxxtentacion,post-nerdcore
Ln8V2iRhJCGtrEeR	deepspaceone,ambient,chillout,deepspaceone
LoFJQCeC9KpzrBzA	80s,pop,female vocalists
LojAkF5RlYUPTWuB	romantic,love song,opm
LopEHwB8VKwuPVXv	indie,indie rock,rock,alternative,alternative rock
Lp6y2JjZXyrV5DI8	pop
LpUiuRfWuLqymj0m	brazilian,electropop,electrobrega,pop,eletrobrega,brasil
Lps2nY7wJhof8WRL	rock,90s,soundtrack,pop,pop rock
LqJHleH0m2fAu9iQ	indie,electronic,dream pop,female vocalists,electronica
LsXrc53bceKF4U0i	alternative rock,90s,rock,alternative,cold dark night companion,all time favourites
LskA0oIk4mrHtF6n	metalcore,hardcore,nu metal,post-hardcore
LsmzcczZKtMqfWSI	soundtrack,electronic
Lstqqtb0yfjQX6eR	hardcore,hardcore punk,punk,2015,d-beat,queercore
LtDPm8w4qWcHsBLc	psychedelic rock
LtLeJMFkU1dYnu1R	80s,funk
LtQ2IoaQ20DpXYJz	reggaeton,latin,pop,colombia
LtSzYdfQFUUcZtKL	experimental rock,electronic,77davez-all-tracks,art rock
LtsUrEy137mheaJv	instrumental,black metal,dark ambient
Ltzd4alCQV07gBd6	power metal,heavy metal,viking metal,swedish,2017 releases,james-joul - 2017 albums
Lu4eiHXwCeiKt4LM	k-pop,kara,korean,dance
LuRTXGEv87mKIVHi	ambient,chillout,experimental,electronic
LuubqgggwcysZmFq	alternative,mpb,folk,poesia,brasil,independente
LuyxeVk8b2tEEmwk	drunk,lounge,design,&lt;3,ilovethis
Lv7nbwe2VwDwwQp5	hip-hop,rap,underground hip-hop,hip hop
LvMRWmnenhOTCyYe	death metal,technical death metal
LvU5umG7fwWWLN33	80s,rock,talk talk,80s pop
LvcaYA51dFoLdoRf	pop,chill,australian
Lw54An3Kjg9IcRHW	dream pop,ethereal,shoegaze,alternative
Lwj1yuH4W2KzOf2u	hard rock,heavy metal,metal
LwzF8EtKFHaqvBxB	experimental,indie,indie rock,2007
Lx1DPOfOWra6fHmk	progressive metal,progressive rock,tool,metal,progressive metal,progressive rock,metal
Lx3YptP8iBbTfZgR	alternative rock,alternative,indie,rock,indie rock,90s
Lxl5FBlYXfHPLxB7	brazilian,funk,samba,samba soul
Ly4mxnhHOl4QPHBx	electronic,gossip girl,indie,glam,electropop
LyoEQk4iFvm4Yuhn	electronic,ambient,experimental,somafm,chillout
LzMo2X57YqIjZD5A	j-pop,k-pop,4minute,2011
LzP99BdVv6boKTkj	80s,new wave,the cars,rock
M07wpAsgxnIq4tjR	indie,new wave,synthpop,80s
M0qrtRof8WJI0ES3	indie rock,post-punk,julian plenti
M1DoO1MVL2F0oXUv	electronic,house,summer
M1Kh6JQcYXKVy4B2	pop,sia
M1unBeSr5jHPWYR2	rock,pop,alternative,alternative rock
M27TzKOy3GSOKeno	reggae,latin,ska,world,alternative
M2iFAe2mETkGC6l3	pop,rock,pop,female vocalists,mandy moore
M2oNzqUlXaJHv0eO	best of 2017,soul,jazz
M2xShWTDKe0MeQZr	trancecore,post-hardcore,electronic
M4FSmyAARMuQtIYF	lo-fi,emo lofi super sad important stuff,lo-fi,emo,noise
M4GR5eptRmSCeEM3	classic rock,hard rock,70s,rock,thin lizzy
M4XdQhY5LOf63JTR	alternative rock,rock,alternative,incubus
M4pxbNrc0U6swqaK	progressive rock,jazz
M4wsXcXedJIUjvPe	progressive rock,psychedelic rock,rock,classic rock,pink floyd
M5a7AUgh4fsEJTrr	progressive rock,progressive metal,psychedelic,progressive
M5kKVgSOG6ehnj3I	depressive rock,depressive black metal,black metal
M5rVSabSiLdn2Bko	pop,rnb
M679OGhsBAdpqFyC	piano,rock,indie rock,instrumental
M68qyFHw4ZscOZOg	female vocalists,80s,pop,singer-songwriter,folk
M7drHad4r6XIGQr9	hip hop,nicki minaj,rap,hip-hop
M8AYlWDjLpcnTXcJ	ambient,noise rock,sludge,hardcore,experimental,piano
M8d3Ou6cm8l5Mhx7	pop,electronic,teen pop,male vocalists,boysband,boyband
M980Ce2WH2tTTHsz	indie rock,rock,personal favourites,10s,indiena sound
M9b8NwWu2JR9qoXS	soul,female vocalists,disco,70s
M9edqXGTGNzTiUvu	synthwave,electronic,2015,synthpop,electro
MA16tYyVb0uNiT9X	pop,dance,axe,brasil,latin
MA4OogB7wWrehsXd	pop,soul,rnb,best of 2018
MA8RgxWhcKa3YzCS	rock,alternative rock,alternative,british,alternative rock,rock,alternative
MAJXPvzXDEIi6EZm	modern country,country,ashley gorley,why i love country music
MAKRvFasD30WxXRk	indie,pop,electronic,female vocalists
MAOpRA5GemJJj7p3	easy listening
MArG8kkxnIDp1gSF	rock,indie,indie rock,alternative
MB3CwquQR8FJs7tP	pop,female vocalist,electronic,dance-pop,teen pop,dona do x factor usa
MBiQSbrc2VBIghoM	k-pop,soul,korean,yg family
MByOWkm4L2443k7b	space rock,alternative rock
MBzX21EEFzP5UA5e	gospel,open my heart,female vocalists,contemporary gospel
MCBxU0FbgFZ3KreB	female vocalists,hard rock,pop rock,alternative
MDK6g1G24Kxz0Upv	pop punk,post-hardcore,easycore,disneycore
MDLo4AbROeevtfrm	o clone,instrumental,soundtrack,brasil
MDOWadUZJm2cqPZ3	rap,hip-hop,rap nacional,incentivando o som
MDWCmuO8aKaSRRUn	glitch,experimental,pop,glitch pop,best of 2015,rnb
MDoKZebhoJX54OkZ	soundtrack,ballad,beautiful,piano,lykke li
ME58GYAVCNUZcH85	post-hardcore,emocore
MEhCkNoZn8HIOiRF	dancehall,this sounds like weed
MEzkg86XcuemH2vD	post-punk,indie rock
MF65GYzP4yMRhGoC	kid abelha,pop
MFCNDH5qIX7pAzO7	post-rock,instrumental
MFLJBqamQAv8jt45	jazz,piano,duke ellington,big band
MFOFhcSiDFWGhxYp	pop,soul,seal,rock,soul,pop,90s
MFa5GkmE5vZiTSD3	hip-hop,rap,trap,oh wonder,hip-hop,trap,yeah
MGdTrxn7Uh4LTLjE	80s,brasil,rock alternativo,rock nacional,cazuza,new wave nacional
MGzEcUsSgo2xwG24	punk,punk rock
MHErWvi0ugGrfaRo	folk,indie,singer-songwriter
MHK1MCIKNQB3T1gQ	gothic rock,darkwave,gothic,goth
MHiBnMChxlmoZlbE	pop punk,female vocalists,limitless,pop rock,australian,pop punk,female vocalists,pop rock
MI4ooQKxZdsihgnS	hip-hop,rap,fort minor,hip hop
MIVSmMzw5pgZXoSR	rock,punk,pop rock
MIYuFGNoG3yEGWPT	soul,british,2015 single
MIvEfxUNACyXxtmw	pop,romantic,cover,easy listening,soul
MJCjAe2KMAeyBDXr	alt-country,rock,americana,guitar
MJEQXhtPU1T0fhQW	dance,pop,drag queens,diva,rupauls drag race
MJduEgLmg6za3s1N	post-rock,post rock,instrumental
MJtYxJkPD375vtlJ	psychedelic rock,stoner rock,doom metal,psychedelic
MKDhpXnU5ElaXkYL	indie,indie rock,alternative,rock,alternative rock
MKJ3VcYPQ7vWjQk2	mpb,brazilian,tropicalia,bossa nova,brasil
MKmAxBLhnRqXsZ9D	post-hardcore,rock,alternative rock,pop punk
ML7mNZ3SITIrNO2k	60s,oldies,folk,the seekers
MMH2vyP9h4SMve0U	indie rock,indie,british,rock,alternative
MNvfJ5DNmcleMqdJ	country,pop,female vocalists,singer-songwriter,acoustic,pop,country,female vocalists
MNxZ6NOWcRdWVYkG	rock,sting,pop,singer-songwriter,jazz,british
MOKNCX34CzVaFGDs	ambient,atmospheric,interlude
MPIrxYRA0J94SCN8	80s,new wave,post-punk
MPpJ0LuFf3mAycKw	cover,country,johnny cash,covers
MQRYue8l3j8xUkf3	k-pop,korean,rnb,shinee,kpop,k-pop,korean,shinee
MQhFK3FsSuSRA5y0	k-pop,korean,hip-hop,rap,kpop
MRSfD6PXnIBFhG0r	love at first listen,jazz,alternative,folk
MRZQuzidKal81iKd	swedish,rock,hard rock,hair metal
MS7IxHjA2uSPdc8d	rock,brazil,brazilian,brasil,mpb,samba
MSYFuBsHcw6kzTHy	progressive rock,canterbury scene,canterbury
MSplH88X08G0Gw16	indie,ambient,electronic,pop,british,ambient-pop
MUCHmDWYj1JYc3Ji	synthpop,ebm,futurepop,electro
MUKZdKxx9EoTwnqx	death metal
MUUbhsDvWGhfr19n	spanish indie pop,spanish pop rock
MUfRjZRau8TTMvJf	female vocalists,power pop,90s,bouncy,the word okay,female vocalists,singer-songwriter,alternative
MUqEvIHuyx4prPxd	k-pop,korean,kpop,hip-hop,male vocalists
MUrQdR7XZNkNtvEu	post-hardcore,alternative rock,emo,indie,indie rock,alternative
MUsc1aPz32H3PB31	cover,post-punk,new wave,80s
MVMeSPsVIaNS0OW1	2018,indie pop,rock,blues,female vocalists,pop
MVVDeSBuidQnZrOr	electronic,hip-hop,instrumental hip-hop
MVbanXgUjHAGT3ve	singer-songwriter,folk,indie,indie pop
MVdLRZiR3M35J4b0	indie pop,alternative,pop,electropop,riverdale
MVoFPDiukvcKbxa9	stoner rock
MWdDFS6IAArBbyKC	metalcore,metal,hardcore,emocore
MXmTGRHN5EghEkX2	grunge,alternative rock,rock,seattle
MYnHmpjAUGhuudaz	indie,alternative,2018,rock,indie rock,collection
MYplJgWLFQGAcUbT	jonas brothers,rock,pop rock
MZSr5KlCMaAifKe0	country,female vocalists
MZihcFDggtxFdoZy	southern rock,classic rock,rock,hard rock,southern rock,classic rock,hard rock
MZoQiVIcmFqFNZHN	experimental,electronic,post-punk,death,sari,suicide songs
Mah9mP9ttLPtXlma	instrumental,industrial rock,industrial,ambient
Malj6FauTQp1vgSH	rock,alternative,alternative rock,female vocalists,90s
Maped72IsnioRnnd	doom metal,drone,sludge,drone doom,funeral doom
MavllxpotTZ9M7S1	somafm,bagel,dark ambient
Max1dgKXndgYldR0	electronic,indie,alternative,indie rock,rock,electronic,indie,alternative
Mb1zv03AAmjozva6	urban,rnb,attitude,soul
Mc0t8L2ZQwWBbjzm	alternative rock,rock,grunge,post-grunge,90s,alternative
Mc2k7nM0T4EEFk4X	heavy metal,nwobhm,2018,2010s
Md1Mvma0ZfmtqdEd	heavy metal,hard rock,metal,rock,heavy metal,hard rock,metal
MdbQMNseTjFaS9jW	hip-hop,rap,west coast,yg,2018,russian
Mdd8bGn43H9ePcKU	cover,pop rock,danish,covers
Mdqk4xzSNujLsPgg	power metal,speed metal,heavy metal,metal
MdslYQCdVaB5tM3U	alternative,rock,singer-songwriter,ballad
MebPBtEjssDtqReB	rock,punk,hardcore,brazil,brazilian,brasil
MfgHkcGm0udlxlAd	garage rock,noise rock,punk,female-fronted,lo-fi
MgoQ9yD2ryqTqUBm	math rock,post-rock,jazz,role certo,i hate math,math rock,post-rock,jazz
Mi7w8MTfy0SWuBRR	progressive rock,classic rock
Mj2fKURAHHwd6wVc	80s,pop,new wave,new romantic
MjHtRYdrmeX0fyBv	electronic,dance,electro,french,house
MjvKTwS5uVYVpbWn	funk,electronic,dance,nu disco
Mk65nJxoVd93K4iD	female vocalists,singer-songwriter,pop,british,alternative
MknZBSGN4ciXdMMR	jazz,50s,frank sinatra,vocal,vocal jazz
MlxvjKZezZovKHAZ	latin,hip-hop,calle 13,autocantantes
MmOhQLE2WIYgtLS8	black metal,true norwegian black metal
MmbtJEn6yZf6yrwa	country,tim mcgraw,modern country
MnJOo9yUYMukuE05	synthpop,new wave
Mo2pidtuzzTuGCbr	heavy metal,metal,hard rock,judas priest
MoIFu207RCSUBWf0	electronic,experimental,2014,american,gr new 3
MoWvUY0ik2IFoXdm	death metal,brutal death metal,deathgrind,2018,grindcore,best albums 2018
Moy7Z5uayY8d2kfF	wonky,glitch hop
Mp1SxJVD5KKMzFCo	female vocalists,folk,indie,love at first listen,2011,radioeins
MppZIeEahP9BAkFV	wave,contemporary rnb,chill rap,chill bass,wave,contemporary rnb,chill rap
MqFT5FBvw7ageAuC	experimental,electronic,folktronica,ambient,folk
MrNSCslvs1mAj6TT	trip hop,downtempo,nu jazz,jazz rap
MrhniuPxlr8JkKEF	metalcore,metal,hardcore,melodic death metal
Ms2dDlb1l2ETptdp	rap,hip-hop,brasil
Ms7tvtmnfNd6gKFi	k-pop,korean
MsQqMnckQrjA6wiN	latin pop,adult contemporary,pop,spanish
MtEkJVpO4YLZDk8i	rock,female vocalist,indie rock,art pop,2018
MtphUfNCgH80nvMf	folk,acoustic,mountains,pensive
MtzrHfwkjHQivwVe	rock,daughtry,rocking out,post-grunge
Mu7JPREefUMSBKWe	post-rock,ambient,instrumental
MvIIRNYtpFb9tmZP	punk,emo,indie rock,punk,emo,indie rock
MvTD2sDXkpFbfU1a	electronic,darkwave,synthpop,experimental,cold wave,post-punk
MwCQ1xELqNXCzouH	rock,hardcore,emo,rap,post-hardcore,screamo
MwTg7Oyf9s5WPpxJ	summer,pop,female vocalists,british
MwxkIAMxuryo7O1K	alternative rock,80s,rock,1987
MxUfziLfuCdvtdRp	dubstep,darkstep,electronic,grime,dubstep,darkstep,electronic
MxcHJ1tUtVPONHM6	alternative rock,icon for hire
MxqGLoxTzM7ON2jz	alternative,pop
MyJvuN2tpsOfVAmL	british,the last shadow puppets,indie,indie rock,indie,british,indie rock
Mz5pJ3cjcNlg8H7G	70s,glam rock
MzCthLGa6UvlRT1Q	experimental,progressive rock,avant-garde,avant-garde metal
MzLDwr22pvDDffDE	60s,classic rock,psychedelic,rock
MzvUmii22NN1SYzy	belinda,pop,spanish,dance,pop,latin,female vocalists
N0rDBSXGodB1e508	punk,chicago
N0vahBtLlQkUpuZn	electronic,hip-hop,experimental,ambient
N0xUvZgLjOIMbyF0	rap,hip-hop,hip hop,female
N2ycNqdnkV7sLfhK	glam rock,classic rock,rock,female vocalists,70s
N32LW8da9zak3jtw	disco,eurovision,german,oldies
N3XpnLc7GGssSYs8	pop,jazz,love,covers,cover
N3adcKm3Y9r76ZqB	dubstep,dubstep,electronic,breakbeat
N3g4MOHai7etT7Er	electric light orchestra,80s,classic rock,rock
N3sqdIM9OkXzZJVO	blues,electric blues,albert king,guitar
N44xbRiNkO0au40Y	black metal,swedish black metal
N4P4TcJX5c918pQi	rock,beautiful,post-grunge,male vocalists
N4YaGP75vRIHv14U	metalcore,hardcore,metal,screamo
N4wDu91Zr39bCMzE	heavy metal,thrash metal,metal,metallica,rock
N5OGyaF6TYIP0hfd	italo disco,80s,disco,pop,italo disco,80s,disco
N5RtvxjSn2jtw3EQ	indie,indie pop,american,soft rock
N6h4nI1hwNowhyIL	progressive metal,acoustic,progmetal,prog metal,prog-metal
N6q3t8ONBYXyVOI2	pop,american idol,david archuleta,male vocalists,pop,american idol,male vocalists
N7AX7F6hDXe4ykbf	mathcore,chaotic hardcore,hardcore,post-hardcore,2015
N7YFNwVkTgq923TL	soundtrack,instrumental,5 of 10 stars
N7aZZcxRcQmpiLJK	rock,bluz
N7eBlSOXrLuZDSOa	pop,soundtrack,female vocalists,teen
N7rjTKDkCxqxhKI6	dream pop,mellow,gilbert,beautiful
N7wH5VtdpHX8zulS	drum and bass,liquid funk,hospital records,dnb
N7yLPUHoMl087XEE	georgia,eurovision song contest,eurovision,esc,eurovision 2017
N82WsEb0rOWIsjZK	soundtrack,instrumental,mcu,composer
N85ZQnxS6I6NqB4n	progressive metal,progressive rock
N8ep2mQU1GfLv4Ck	electronic,electro,german,electronica
N9cmy0fyWUy2BUx6	dutch,2017 single,indie,dutch,indie rock
NA74UEG441yk9F0U	dubstep
NAmkIJ6hhsetLoKd	80s,soul,pop,love,romantic
NB2oFnM45j59VdLG	2019,french,electronic,french,electronic,pop
NC9J1Brm5Dj4hrSV	happy hardcore
NCGwxRWJfMJfg5V0	metalcore,metal,bullet for my valentine,metalcore metal,metalcore,metal,hardcore
NCwW0aKv5geyR5Qd	2017,emo,alternative,indie rock,rock
NCyUi1hEIsVS2eJ5	slowcore,mellow,lo-fi
ND8lWjmjIcRnPizH	grunge,rock,alternative rock,90s,pearl jam,grunge,rock,alternative rock
NEogaJF241YgrXM0	thrash metal,heavy metal,metal,rock
NErFWYvOMsOvn0Sq	pop,female vocalists,chillout,mellow,relaxing
NEs809IxWY4cxhIM	rap,hip hop
NFAn2d5Ao6W0MegG	disco,funk
NFfwjUofQqjRJaia	rock,hard rock,alternative rock,alternative
NFmBddkKb8LEYBLL	christian,worship,christian rock,praise,rock
NG4V9okqW3MDQ5BO	electropop,electronic
NGLzqIO1fgzl80rR	rock,punk,alternative
NGwG4dVTUtnthIpG	ambient,electronic,drone,[check]
NJ5XSCLxqskhKdhv	progressiv,rock,instrumental,oncemore
NJHY7VgIwWPt72WD	post-hardcore,emo,screamo,rock
NJZfzhF8MpBHY1mC	hard rock,hair metal,power ballad,80s,rock,ballad
